Transaction_ID,Transaction_Date,Product_ID,Product_Name,Category,Sub_Category,Product_Type,Region,Quantity_Sold,Unit_Price,Discount,Cost_per_Unit,Total_Sales,Profit,Inventory_Stock,Inventory_Days,Seasonality_Tag,Store_ID
T05421,2024-08-27,P3985,Finish Smartphones,Electronics,Smartphones,Standard,East,7,219.91,11.38,143.82,1459.71,452.97,77,151,Winter,S545
T05422,2025-02-05,P3781,Also Accessories,Electronics,Accessories,Standard,West,5,133.37,4.82,104.64,642.75,119.55,98,71,Summer,S470
T05423,2025-03-12,P9854,Usually Team Sports,Sports,Team Sports,Standard,West,1,12.9,1.13,9.49,11.77,2.28,100,138,Summer,S228
T05424,2024-07-09,P4628,Box Furniture,Home,Furniture,Premium,South,9,191.08,9.7,103.0,1632.42,705.42,53,46,Winter,S291
T05425,2024-09-26,P7201,Head Women,Clothing,Women,Budget,North,2,222.75,42.76,128.88,359.98,102.22,28,101,Winter,S283
T05426,2024-08-23,P7962,Congress Outdoor,Sports,Outdoor,Budget,North,3,368.14,7.35,256.66,1082.37,312.39,31,10,Spring,S833
T05427,2024-10-28,P4472,Realize Appliances,Home,Appliances,Budget,South,6,389.61,44.7,231.03,2069.46,683.28,52,26,Winter,S764
T05428,2024-10-17,P2314,Somebody Women,Clothing,Women,Budget,South,2,430.16,3.42,278.53,853.48,296.42,88,148,Autumn,S623
T05429,2024-07-17,P8445,Rate Decor,Home,Decor,Standard,South,1,322.01,27.25,186.07,294.76,108.69,37,42,Spring,S987
T05430,2025-02-15,P8757,Either Men,Clothing,Men,Standard,East,10,342.19,65.81,192.96,2763.8,834.2,86,142,Winter,S739
T05431,2024-06-10,P5435,Can Smartphones,Electronics,Smartphones,Budget,East,1,26.06,3.24,13.51,22.82,9.31,17,106,Spring,S268
T05432,2024-10-13,P4674,Cold Men,Clothing,Men,Premium,South,9,255.42,47.01,182.9,1875.69,229.59,16,64,Winter,S304
T05433,2024-11-14,P5185,Performance Men,Clothing,Men,Standard,North,9,495.27,62.35,288.91,3896.28,1296.09,45,148,Autumn,S743
T05434,2024-11-21,P2781,Long Laptops,Electronics,Laptops,Budget,West,7,352.21,33.96,187.77,2227.75,913.36,61,161,Summer,S697
T05435,2025-04-11,P6696,Notice Fitness,Sports,Fitness,Budget,South,8,304.89,15.48,236.13,2315.28,426.24,60,169,Summer,S100
T05436,2025-01-29,P3479,Network Kids,Clothing,Kids,Premium,North,8,64.61,4.25,34.22,482.88,209.12,54,23,Autumn,S322
T05437,2025-04-22,P1836,Could Fitness,Sports,Fitness,Standard,North,9,231.62,33.65,164.15,1781.73,304.38,67,119,Winter,S308
T05438,2025-02-25,P1198,A Women,Clothing,Women,Premium,West,6,49.63,0.01,31.62,297.72,108.0,20,33,Winter,S500
T05439,2025-02-06,P1466,Vote Decor,Home,Decor,Premium,West,4,384.22,37.73,223.25,1385.96,492.96,10,144,Winter,S170
T05440,2025-05-01,P2367,Between Furniture,Home,Furniture,Premium,North,4,21.63,0.89,16.29,82.96,17.8,67,31,Summer,S399
T05441,2024-05-11,P5073,Medical Smartphones,Electronics,Smartphones,Standard,East,7,400.21,64.09,223.69,2352.84,787.01,99,67,Winter,S128
T05442,2024-07-03,P9504,Design Accessories,Electronics,Accessories,Budget,West,7,240.03,24.98,179.28,1505.35,250.39,91,80,Winter,S309
T05443,2025-04-12,P3177,Get Accessories,Electronics,Accessories,Premium,West,4,84.77,16.73,62.29,272.16,23.0,27,80,Summer,S252
T05444,2024-12-12,P2292,Approach Smartphones,Electronics,Smartphones,Budget,North,2,221.55,29.87,164.22,383.36,54.92,39,124,Summer,S290
T05445,2024-06-07,P4334,Mother Appliances,Home,Appliances,Premium,East,4,364.53,28.52,184.62,1344.04,605.56,61,121,Winter,S925
T05446,2024-11-23,P1079,Especially Team Sports,Sports,Team Sports,Budget,West,3,340.64,5.02,255.52,1006.86,240.3,3,60,Autumn,S717
T05447,2025-03-13,P5876,Career Fitness,Sports,Fitness,Budget,South,2,141.96,8.04,111.05,267.84,45.74,75,26,Spring,S847
T05448,2024-08-13,P5393,Glass Decor,Home,Decor,Budget,North,2,35.55,2.2,27.83,66.7,11.04,47,100,Autumn,S427
T05449,2024-10-17,P2819,By Laptops,Electronics,Laptops,Premium,East,4,89.63,5.43,52.28,336.8,127.68,86,128,Summer,S951
T05450,2025-02-15,P1641,Truth Laptops,Electronics,Laptops,Premium,East,3,68.58,5.76,37.48,188.46,76.02,57,129,Winter,S453
T05451,2024-10-04,P9428,Run Appliances,Home,Appliances,Premium,South,10,497.47,0.66,323.46,4968.1,1733.5,47,93,Winter,S605
T05452,2024-05-06,P8318,Significant Kids,Clothing,Kids,Standard,West,6,404.8,33.94,266.9,2225.16,623.76,24,69,Autumn,S875
T05453,2024-08-23,P9221,Old Fitness,Sports,Fitness,Standard,East,4,114.09,18.82,61.68,381.08,134.36,78,37,Winter,S525
T05454,2025-04-30,P1634,Rise Men,Clothing,Men,Premium,South,7,12.49,0.4,8.71,84.63,23.66,6,136,Autumn,S191
T05455,2024-08-29,P8461,Just Outdoor,Sports,Outdoor,Premium,South,7,277.24,40.41,175.82,1657.81,427.07,80,58,Autumn,S405
T05456,2024-12-27,P2863,Friend Smartphones,Electronics,Smartphones,Budget,West,6,321.69,33.06,249.56,1731.78,234.42,73,179,Spring,S168
T05457,2024-11-13,P2238,Sea Smartphones,Electronics,Smartphones,Standard,South,2,481.68,27.03,303.41,909.3,302.48,30,84,Autumn,S522
T05458,2024-09-01,P9322,Arm Laptops,Electronics,Laptops,Premium,North,7,103.68,2.46,60.2,708.54,287.14,16,139,Summer,S212
T05459,2025-04-06,P6390,Adult Laptops,Electronics,Laptops,Premium,West,6,302.39,32.11,172.68,1621.68,585.6,52,138,Summer,S269
T05460,2024-11-12,P7113,Serve Outdoor,Sports,Outdoor,Premium,West,7,445.62,68.0,322.02,2643.34,389.2,70,104,Autumn,S809
T05461,2024-06-23,P6761,Can Women,Clothing,Women,Standard,East,6,400.06,29.9,314.78,2220.96,332.28,94,58,Autumn,S804
T05462,2025-01-16,P3177,Alone Fitness,Sports,Fitness,Standard,West,2,281.48,8.32,161.4,546.32,223.52,57,26,Summer,S128
T05463,2024-07-25,P3781,Enough Smartphones,Electronics,Smartphones,Premium,South,6,202.24,10.12,104.49,1152.72,525.78,20,14,Summer,S471
T05464,2024-08-01,P8465,Call Fitness,Sports,Fitness,Budget,North,6,149.13,6.73,83.54,854.4,353.16,29,132,Spring,S802
T05465,2025-01-03,P3328,Natural Decor,Home,Decor,Budget,North,3,57.16,7.61,32.93,148.65,49.86,86,91,Winter,S800
T05466,2024-07-30,P8158,Woman Fitness,Sports,Fitness,Standard,West,1,96.0,4.55,74.03,91.45,17.42,21,58,Autumn,S964
T05467,2025-02-05,P7814,Cut Fitness,Sports,Fitness,Premium,South,5,430.99,26.31,308.08,2023.4,483.0,63,146,Spring,S249
T05468,2024-11-16,P5702,Find Accessories,Electronics,Accessories,Budget,South,10,27.71,5.18,14.71,225.3,78.2,99,121,Summer,S276
T05469,2024-10-20,P8627,Financial Kids,Clothing,Kids,Budget,West,7,184.11,25.22,111.1,1112.23,334.53,93,176,Autumn,S797
T05470,2025-03-13,P8763,Threat Men,Clothing,Men,Standard,East,9,36.48,5.34,27.12,280.26,36.18,18,163,Summer,S188
T05471,2024-10-31,P2915,Wall Appliances,Home,Appliances,Premium,South,2,337.1,24.0,252.13,626.2,121.94,21,21,Winter,S656
T05472,2025-02-08,P9858,Mean Team Sports,Sports,Team Sports,Premium,West,5,396.67,11.59,224.7,1925.4,801.9,93,43,Autumn,S494
T05473,2024-12-31,P5231,Size Team Sports,Sports,Team Sports,Budget,South,7,398.03,43.38,286.92,2482.55,474.11,35,30,Summer,S670
T05474,2024-12-13,P6617,Wait Accessories,Electronics,Accessories,Budget,South,2,95.37,7.23,64.54,176.28,47.2,49,149,Summer,S753
T05475,2024-10-14,P4091,Different Laptops,Electronics,Laptops,Premium,East,6,328.88,52.01,198.41,1661.22,470.76,40,93,Winter,S267
T05476,2024-07-23,P5216,Resource Furniture,Home,Furniture,Premium,North,1,270.82,4.13,158.82,266.69,107.87,12,5,Summer,S754
T05477,2025-03-25,P7723,Above Men,Clothing,Men,Budget,North,9,390.84,8.21,197.14,3443.67,1669.41,7,116,Summer,S238
T05478,2025-02-03,P3053,Direction Smartphones,Electronics,Smartphones,Standard,South,6,46.62,1.73,37.23,269.34,45.96,1,20,Summer,S497
T05479,2024-09-24,P7349,Site Furniture,Home,Furniture,Standard,South,9,302.73,38.02,208.38,2382.39,506.97,11,70,Winter,S456
T05480,2024-07-08,P3247,Food Fitness,Sports,Fitness,Budget,West,7,433.07,67.41,342.49,2559.62,162.19,21,163,Spring,S710
T05481,2025-03-06,P3971,Director Kids,Clothing,Kids,Premium,North,2,250.33,4.51,159.26,491.64,173.12,85,11,Winter,S767
T05482,2024-05-17,P4770,Onto Women,Clothing,Women,Budget,West,4,492.3,89.38,355.14,1611.68,191.12,49,44,Summer,S720
T05483,2024-10-20,P6942,Very Women,Clothing,Women,Budget,East,10,88.08,13.4,60.05,746.8,146.3,38,2,Summer,S115
T05484,2024-10-10,P7856,Now Kids,Clothing,Kids,Budget,West,3,253.37,26.05,132.54,681.96,284.34,55,26,Winter,S779
T05485,2024-09-13,P7310,Different Kids,Clothing,Kids,Budget,South,10,424.68,52.16,294.25,3725.2,782.7,56,97,Spring,S329
T05486,2024-06-24,P5815,Finally Appliances,Home,Appliances,Premium,North,1,431.57,68.97,271.77,362.6,90.83,32,55,Spring,S569
T05487,2024-06-07,P8617,Carry Women,Clothing,Women,Premium,West,6,491.2,26.79,390.36,2786.46,444.3,10,119,Winter,S187
T05488,2024-05-27,P6692,Give Smartphones,Electronics,Smartphones,Budget,South,5,39.12,7.12,21.6,160.0,52.0,37,130,Winter,S483
T05489,2025-05-02,P8597,Apply Fitness,Sports,Fitness,Standard,East,9,279.25,9.18,160.5,2430.63,986.13,65,156,Winter,S772
T05490,2024-06-24,P1901,Ready Appliances,Home,Appliances,Budget,South,3,220.14,42.39,172.88,533.25,14.61,34,144,Winter,S609
T05491,2024-05-30,P5579,Nice Smartphones,Electronics,Smartphones,Budget,South,9,412.59,64.24,221.66,3135.15,1140.21,39,121,Summer,S337
T05492,2024-06-16,P2844,Bring Smartphones,Electronics,Smartphones,Standard,South,6,94.26,17.15,64.12,462.66,77.94,8,175,Spring,S738
T05493,2025-02-09,P2160,Anyone Decor,Home,Decor,Premium,South,7,17.95,0.43,11.65,122.64,41.09,74,88,Spring,S186
T05494,2024-06-20,P6021,Choice Men,Clothing,Men,Standard,North,1,438.86,74.67,270.11,364.19,94.08,96,151,Autumn,S689
T05495,2024-09-28,P1570,Traditional Team Sports,Sports,Team Sports,Premium,East,5,273.05,17.01,164.1,1280.2,459.7,36,31,Winter,S691
T05496,2024-12-29,P5699,Focus Team Sports,Sports,Team Sports,Budget,North,1,89.28,2.33,55.99,86.95,30.96,37,53,Summer,S773
T05497,2024-05-16,P7742,Let Outdoor,Sports,Outdoor,Standard,East,1,233.21,33.26,171.81,199.95,28.14,30,150,Summer,S534
T05498,2024-06-13,P8994,Cut Outdoor,Sports,Outdoor,Budget,North,9,384.02,27.65,230.76,3207.33,1130.49,6,41,Spring,S293
T05499,2024-12-26,P3693,Short Smartphones,Electronics,Smartphones,Budget,North,1,133.23,13.57,97.94,119.66,21.72,25,73,Autumn,S533
T05500,2024-12-27,P1781,Mr Outdoor,Sports,Outdoor,Budget,East,9,93.74,17.27,66.46,688.23,90.09,33,124,Spring,S918
T05501,2024-12-09,P4039,Actually Kids,Clothing,Kids,Premium,East,8,327.14,42.71,257.7,2275.44,213.84,28,19,Summer,S805
T05502,2025-03-14,P8646,Early Fitness,Sports,Fitness,Budget,West,9,139.28,26.68,100.95,1013.4,104.85,46,88,Spring,S877
T05503,2024-07-08,P6572,Across Kids,Clothing,Kids,Standard,North,9,110.56,20.9,64.31,806.94,228.15,29,80,Winter,S899
T05504,2024-12-13,P1777,Left Laptops,Electronics,Laptops,Premium,North,4,253.52,40.5,131.73,852.08,325.16,8,72,Summer,S526
T05505,2024-08-15,P1747,Try Laptops,Electronics,Laptops,Standard,North,7,57.45,0.67,30.38,397.46,184.8,35,102,Summer,S564
T05506,2024-08-25,P1344,Up Women,Clothing,Women,Standard,West,9,275.36,0.77,198.03,2471.31,689.04,49,14,Autumn,S204
T05507,2024-12-22,P8382,Player Men,Clothing,Men,Premium,West,8,343.03,41.98,244.89,2408.4,449.28,18,102,Winter,S697
T05508,2025-03-26,P6028,Course Decor,Home,Decor,Premium,West,5,387.85,53.77,305.3,1670.4,143.9,4,97,Spring,S186
T05509,2025-04-23,P8728,Through Appliances,Home,Appliances,Standard,East,7,472.36,75.84,320.82,2775.64,529.9,97,113,Summer,S991
T05510,2024-11-19,P5091,Piece Furniture,Home,Furniture,Premium,South,7,13.1,1.75,8.35,79.45,21.0,65,174,Spring,S472
T05511,2024-10-04,P9857,Weight Decor,Home,Decor,Standard,South,8,290.11,24.78,197.66,2122.64,541.36,4,171,Autumn,S819
T05512,2024-09-04,P9547,Book Fitness,Sports,Fitness,Premium,West,10,180.22,24.86,100.43,1553.6,549.3,61,69,Spring,S173
T05513,2024-07-08,P3608,Call Kids,Clothing,Kids,Standard,West,7,142.07,3.04,85.63,973.21,373.8,61,75,Autumn,S354
T05514,2024-12-04,P2435,Check Appliances,Home,Appliances,Standard,North,1,246.36,19.75,157.01,226.61,69.6,28,22,Spring,S425
T05515,2024-11-05,P4069,Clearly Kids,Clothing,Kids,Budget,East,8,364.31,47.18,223.5,2537.04,749.04,4,83,Winter,S891
T05516,2024-05-08,P5448,Play Fitness,Sports,Fitness,Budget,South,10,22.38,2.28,13.81,201.0,62.9,41,48,Autumn,S294
T05517,2024-05-18,P2098,Finish Kids,Clothing,Kids,Budget,North,7,227.89,42.47,139.51,1297.94,321.37,48,86,Summer,S329
T05518,2024-07-28,P2154,By Fitness,Sports,Fitness,Premium,North,9,235.43,21.06,174.46,1929.33,359.19,49,106,Summer,S603
T05519,2024-08-13,P5875,Evening Appliances,Home,Appliances,Premium,West,2,356.35,31.77,217.67,649.16,213.82,49,119,Summer,S757
T05520,2024-10-26,P1436,Memory Furniture,Home,Furniture,Budget,East,7,167.84,15.12,119.33,1069.04,233.73,76,72,Winter,S630
T05521,2025-04-20,P4740,Sure Fitness,Sports,Fitness,Standard,West,8,403.82,28.59,266.75,3001.84,867.84,34,6,Autumn,S757
T05522,2025-04-28,P6730,Doctor Furniture,Home,Furniture,Premium,East,1,30.39,2.44,22.5,27.95,5.45,52,3,Summer,S154
T05523,2024-08-17,P9805,Usually Laptops,Electronics,Laptops,Premium,West,6,271.35,37.96,162.1,1400.34,427.74,2,9,Summer,S473
T05524,2025-01-23,P3619,Point Furniture,Home,Furniture,Premium,East,10,468.68,60.83,294.69,4078.5,1131.6,2,20,Winter,S840
T05525,2024-12-06,P7552,Leave Outdoor,Sports,Outdoor,Premium,North,2,397.91,47.66,278.59,700.5,143.32,17,76,Summer,S758
T05526,2025-04-19,P5674,Loss Laptops,Electronics,Laptops,Budget,East,9,475.45,50.18,240.75,3827.43,1660.68,90,83,Winter,S525
T05527,2024-08-30,P8152,Life Team Sports,Sports,Team Sports,Budget,North,2,39.56,0.49,22.34,78.14,33.46,34,115,Winter,S714
T05528,2024-07-29,P5599,Physical Outdoor,Sports,Outdoor,Budget,North,7,50.94,1.32,37.06,347.34,87.92,75,96,Summer,S551
T05529,2024-12-01,P8795,Kind Appliances,Home,Appliances,Premium,North,6,95.45,10.08,66.69,512.22,112.08,58,178,Summer,S765
T05530,2024-06-15,P9874,Kid Smartphones,Electronics,Smartphones,Budget,West,7,202.94,8.68,148.17,1359.82,322.63,24,61,Winter,S900
T05531,2024-10-04,P7760,Deep Outdoor,Sports,Outdoor,Budget,East,7,170.1,26.01,116.59,1008.63,192.5,57,19,Autumn,S485
T05532,2024-06-21,P9178,Site Decor,Home,Decor,Budget,North,5,141.71,8.01,108.68,668.5,125.1,100,65,Winter,S665
T05533,2024-09-23,P9026,Teach Smartphones,Electronics,Smartphones,Premium,East,1,111.43,20.46,69.92,90.97,21.05,90,49,Winter,S574
T05534,2025-01-05,P7167,Rather Fitness,Sports,Fitness,Budget,East,4,408.09,26.93,280.65,1524.64,402.04,23,47,Autumn,S496
T05535,2025-01-13,P6547,Order Kids,Clothing,Kids,Standard,North,4,141.38,18.31,105.88,492.28,68.76,59,172,Spring,S228
T05536,2024-08-07,P4019,Up Men,Clothing,Men,Standard,South,7,389.64,41.03,210.07,2440.27,969.78,92,161,Autumn,S187
T05537,2025-01-15,P7756,Trade Furniture,Home,Furniture,Standard,North,9,148.7,12.26,106.04,1227.96,273.6,31,151,Winter,S722
T05538,2025-02-14,P2315,Again Team Sports,Sports,Team Sports,Premium,West,5,361.64,2.04,184.19,1798.0,877.05,82,86,Summer,S635
T05539,2024-11-15,P6126,Respond Outdoor,Sports,Outdoor,Premium,West,2,233.54,29.47,165.33,408.14,77.48,100,54,Spring,S487
T05540,2024-05-31,P7523,Against Team Sports,Sports,Team Sports,Budget,South,6,364.79,32.35,260.83,1994.64,429.66,83,90,Summer,S157
T05541,2025-02-07,P6530,Investment Appliances,Home,Appliances,Budget,North,7,207.11,24.16,151.68,1280.65,218.89,72,131,Winter,S751
T05542,2024-09-20,P2524,Deep Smartphones,Electronics,Smartphones,Premium,North,6,202.9,34.45,109.31,1010.7,354.84,25,62,Spring,S258
T05543,2025-02-08,P5998,Democratic Men,Clothing,Men,Premium,East,10,424.96,52.48,245.9,3724.8,1265.8,51,91,Autumn,S575
T05544,2024-09-09,P4935,Least Kids,Clothing,Kids,Budget,North,2,51.76,7.2,30.49,89.12,28.14,58,77,Autumn,S693
T05545,2024-06-16,P4302,Answer Smartphones,Electronics,Smartphones,Premium,East,1,122.3,4.04,70.9,118.26,47.36,37,90,Summer,S856
T05546,2025-04-06,P8522,Shake Furniture,Home,Furniture,Premium,South,3,324.36,32.34,203.86,876.06,264.48,69,105,Autumn,S987
T05547,2025-04-19,P1070,Million Decor,Home,Decor,Standard,West,10,158.58,30.64,88.26,1279.4,396.8,91,2,Winter,S643
T05548,2024-10-20,P2912,Turn Men,Clothing,Men,Premium,South,1,31.9,0.85,25.42,31.05,5.63,53,52,Autumn,S817
T05549,2024-08-31,P7909,Explain Kids,Clothing,Kids,Budget,South,4,155.79,18.14,79.15,550.6,234.0,83,148,Autumn,S400
T05550,2024-10-03,P8236,Political Smartphones,Electronics,Smartphones,Standard,West,3,451.63,71.23,258.2,1141.2,366.6,10,147,Spring,S128
T05551,2024-08-21,P8903,Identify Smartphones,Electronics,Smartphones,Budget,West,9,188.28,6.49,142.49,1636.11,353.7,74,22,Autumn,S517
T05552,2024-12-16,P1881,Clear Men,Clothing,Men,Premium,West,9,20.94,4.14,14.8,151.2,18.0,3,170,Autumn,S515
T05553,2025-01-04,P6532,Car Accessories,Electronics,Accessories,Premium,North,2,204.78,31.6,127.83,346.36,90.7,41,152,Winter,S861
T05554,2024-05-11,P7752,Authority Women,Clothing,Women,Premium,North,10,185.27,28.51,100.38,1567.6,563.8,59,48,Summer,S802
T05555,2024-07-11,P3052,And Men,Clothing,Men,Budget,North,2,362.42,16.4,226.54,692.04,238.96,17,51,Summer,S231
T05556,2024-09-05,P5277,Trouble Team Sports,Sports,Team Sports,Premium,North,2,36.02,4.6,20.0,62.84,22.84,54,7,Spring,S208
T05557,2024-12-27,P5618,Himself Furniture,Home,Furniture,Premium,East,1,95.32,0.7,53.93,94.62,40.69,84,20,Winter,S998
T05558,2024-11-26,P5650,Manage Women,Clothing,Women,Premium,West,3,437.36,12.24,272.1,1275.36,459.06,35,89,Winter,S880
T05559,2025-03-25,P8637,Least Decor,Home,Decor,Budget,South,4,56.78,0.65,35.68,224.52,81.8,76,77,Spring,S335
T05560,2025-03-12,P4881,Degree Accessories,Electronics,Accessories,Standard,West,6,298.17,8.23,221.82,1739.64,408.72,79,160,Winter,S774
T05561,2024-10-07,P4378,Ask Kids,Clothing,Kids,Standard,East,7,164.53,10.66,84.24,1077.09,487.41,32,154,Winter,S861
T05562,2024-09-20,P2468,Specific Team Sports,Sports,Team Sports,Budget,East,8,83.85,15.01,46.62,550.72,177.76,81,97,Spring,S907
T05563,2025-01-23,P9596,Most Men,Clothing,Men,Standard,North,5,29.69,3.57,20.6,130.6,27.6,55,62,Winter,S374
T05564,2024-10-01,P1231,Really Men,Clothing,Men,Standard,East,4,393.37,11.28,293.29,1528.36,355.2,1,100,Autumn,S344
T05565,2025-01-15,P6334,Low Team Sports,Sports,Team Sports,Premium,East,4,459.25,43.62,255.55,1662.52,640.32,45,52,Autumn,S350
T05566,2024-12-11,P1152,Plan Kids,Clothing,Kids,Budget,South,10,186.31,31.76,106.44,1545.5,481.1,80,151,Summer,S703
T05567,2024-10-08,P5474,Over Smartphones,Electronics,Smartphones,Budget,West,9,124.19,22.11,69.38,918.72,294.3,93,102,Spring,S124
T05568,2024-08-11,P3189,Then Laptops,Electronics,Laptops,Budget,West,3,149.46,28.4,85.13,363.18,107.79,79,137,Summer,S847
T05569,2024-12-24,P5359,Per Team Sports,Sports,Team Sports,Budget,East,10,324.54,1.62,252.94,3229.2,699.8,44,91,Winter,S817
T05570,2024-06-16,P9144,Provide Laptops,Electronics,Laptops,Budget,North,8,68.46,5.4,42.54,504.48,164.16,29,77,Autumn,S806
T05571,2024-07-11,P1167,Few Team Sports,Sports,Team Sports,Premium,South,3,122.64,0.22,95.16,367.26,81.78,9,51,Spring,S915
T05572,2024-07-10,P9151,Provide Outdoor,Sports,Outdoor,Standard,West,6,105.11,10.73,78.54,566.28,95.04,14,72,Winter,S830
T05573,2025-01-15,P1649,Old Men,Clothing,Men,Standard,North,6,394.13,9.17,236.91,2309.76,888.3,18,51,Winter,S467
T05574,2025-02-24,P3007,Party Accessories,Electronics,Accessories,Budget,South,2,121.62,14.47,94.96,214.3,24.38,24,166,Autumn,S176
T05575,2025-02-19,P2576,Notice Accessories,Electronics,Accessories,Standard,North,2,329.22,31.63,254.5,595.18,86.18,0,137,Summer,S589
T05576,2024-10-09,P7536,Even Smartphones,Electronics,Smartphones,Standard,North,5,43.08,4.64,24.26,192.2,70.9,91,61,Summer,S361
T05577,2024-06-28,P3203,Real Accessories,Electronics,Accessories,Budget,East,2,192.69,0.86,121.5,383.66,140.66,4,24,Spring,S410
T05578,2024-12-14,P6056,Be Team Sports,Sports,Team Sports,Budget,North,4,379.39,12.56,234.84,1467.32,527.96,35,178,Summer,S677
T05579,2025-04-15,P7361,Foreign Laptops,Electronics,Laptops,Premium,East,9,155.42,2.52,87.75,1376.1,586.35,8,161,Summer,S723
T05580,2024-10-20,P9730,Floor Women,Clothing,Women,Standard,North,7,21.02,4.04,14.32,118.86,18.62,11,49,Autumn,S362
T05581,2025-02-20,P2944,Leader Men,Clothing,Men,Budget,South,5,356.17,37.34,187.69,1594.15,655.7,77,85,Winter,S995
T05582,2024-12-30,P2723,Able Smartphones,Electronics,Smartphones,Standard,North,4,388.53,73.63,271.32,1259.6,174.32,53,61,Autumn,S726
T05583,2024-11-14,P5798,Democratic Kids,Clothing,Kids,Budget,East,8,482.29,59.33,323.41,3383.68,796.4,59,117,Summer,S102
T05584,2024-11-24,P2060,Too Laptops,Electronics,Laptops,Standard,East,5,244.05,5.92,176.81,1190.65,306.6,30,93,Summer,S824
T05585,2024-08-23,P7725,Strong Furniture,Home,Furniture,Standard,North,6,100.0,16.31,51.46,502.14,193.38,32,176,Autumn,S340
T05586,2024-07-22,P6183,Add Women,Clothing,Women,Budget,North,4,281.08,50.5,210.23,922.32,81.4,65,3,Spring,S156
T05587,2025-02-21,P5161,Policy Fitness,Sports,Fitness,Premium,South,5,131.63,17.17,78.17,572.3,181.45,17,75,Winter,S498
T05588,2025-01-22,P7866,Myself Appliances,Home,Appliances,Budget,West,5,220.83,32.92,171.44,939.55,82.35,72,103,Winter,S204
T05589,2024-09-01,P3474,Bill Accessories,Electronics,Accessories,Premium,South,5,55.1,5.71,39.24,246.95,50.75,38,150,Winter,S237
T05590,2024-10-09,P2347,Site Team Sports,Sports,Team Sports,Premium,South,5,425.34,52.59,232.14,1863.75,703.05,0,107,Spring,S681
T05591,2025-02-20,P3171,High Kids,Clothing,Kids,Standard,North,7,490.23,3.17,316.58,3409.42,1193.36,58,130,Winter,S688
T05592,2025-02-13,P5135,Idea Appliances,Home,Appliances,Budget,South,6,211.29,33.88,168.48,1064.46,53.58,19,49,Autumn,S229
T05593,2025-04-30,P1668,History Appliances,Home,Appliances,Budget,West,8,236.49,36.92,126.96,1596.56,580.88,60,39,Winter,S898
T05594,2025-02-09,P8909,Political Men,Clothing,Men,Standard,East,5,497.81,51.34,330.45,2232.35,580.1,5,15,Autumn,S679
T05595,2025-02-11,P7777,These Furniture,Home,Furniture,Premium,East,7,430.23,51.94,318.08,2648.03,421.47,83,14,Autumn,S852
T05596,2024-09-30,P7024,Thousand Furniture,Home,Furniture,Premium,South,10,342.18,10.94,229.42,3312.4,1018.2,95,121,Summer,S207
T05597,2024-07-25,P7312,Form Smartphones,Electronics,Smartphones,Premium,North,8,423.98,21.72,306.74,3218.08,764.16,80,126,Summer,S544
T05598,2025-05-05,P5489,Water Laptops,Electronics,Laptops,Budget,West,8,464.7,90.05,304.31,2997.2,562.72,41,146,Spring,S859
T05599,2024-05-08,P3679,Artist Accessories,Electronics,Accessories,Budget,North,7,393.07,46.89,287.19,2423.26,412.93,60,141,Autumn,S960
T05600,2024-06-13,P3078,Prevent Kids,Clothing,Kids,Standard,South,8,53.97,7.74,29.02,369.84,137.68,9,158,Spring,S413
T05601,2024-11-16,P9292,School Kids,Clothing,Kids,Budget,North,6,226.5,31.56,175.02,1169.64,119.52,63,60,Summer,S666
T05602,2025-01-07,P9192,Rate Men,Clothing,Men,Budget,North,7,458.63,17.54,359.91,3087.63,568.26,24,33,Spring,S245
T05603,2024-10-14,P4843,Break Outdoor,Sports,Outdoor,Budget,North,2,163.76,17.39,89.98,292.74,112.78,26,154,Spring,S730
T05604,2024-10-13,P3474,Great Fitness,Sports,Fitness,Premium,East,1,391.31,5.04,291.47,386.27,94.8,40,163,Summer,S427
T05605,2025-01-03,P4245,Discuss Outdoor,Sports,Outdoor,Premium,West,9,465.57,13.18,343.32,4071.51,981.63,48,123,Winter,S131
T05606,2024-09-14,P7491,Good Kids,Clothing,Kids,Premium,East,4,243.17,25.07,156.43,872.4,246.68,23,180,Autumn,S234
T05607,2025-02-04,P8886,Happen Laptops,Electronics,Laptops,Premium,North,2,196.6,13.92,131.78,365.36,101.8,82,113,Summer,S235
T05608,2024-09-25,P5672,Choice Smartphones,Electronics,Smartphones,Standard,North,4,234.07,26.37,168.96,830.8,154.96,81,88,Autumn,S383
T05609,2024-09-03,P3741,Group Smartphones,Electronics,Smartphones,Budget,North,8,142.14,25.62,83.19,932.16,266.64,3,119,Summer,S586
T05610,2024-06-06,P9293,Environmental Smartphones,Electronics,Smartphones,Premium,North,5,459.35,1.69,297.97,2288.3,798.45,79,82,Autumn,S829
T05611,2024-09-15,P1766,Suffer Laptops,Electronics,Laptops,Standard,East,10,69.21,6.56,35.13,626.5,275.2,52,158,Autumn,S693
T05612,2025-04-14,P5007,Themselves Men,Clothing,Men,Standard,West,5,338.42,57.98,174.63,1402.2,529.05,75,97,Autumn,S111
T05613,2025-02-14,P1264,Purpose Men,Clothing,Men,Premium,South,8,233.3,9.04,184.97,1794.08,314.32,59,48,Spring,S597
T05614,2024-08-19,P5329,Public Kids,Clothing,Kids,Budget,West,9,332.5,65.77,189.89,2400.57,691.56,60,57,Spring,S585
